customer_id,company_name,industry,subscription_tier,contract_type,payment_method,signup_cohort,tenure_months,monthly_charges,total_charges,active_user_seats,feature_adoption_rate,support_tickets_30d,days_since_last_login,nps_score,churn_risk_score,risk_tier,churn_status,churn_reason
CUST-10163,Pinnacle Bio Systems,Financial Services,Professional,Month-to-Month,Credit Card,2026-03,2,551.24,1074.98,34,21,0,2,8,61.1,Medium Risk,0,N/A
CUST-10164,Acro Bio Systems,Manufacturing,Professional,Month-to-Month,Electronic Check,2024-10,1,441.1,440.36,22,42,4,21,3,97.6,High Risk,0,N/A
CUST-10165,Boreal Bio Systems,Healthcare,Professional,2-Year,Credit Card,2026-01,3,483.16,1493.87,27,63,1,2,6,5.0,Low Risk,0,N/A
CUST-10166,Cortex Bio Systems,E-Commerce,Starter,Month-to-Month,Bank Transfer,2024-11,14,175.16,2467.77,8,20,1,0,4,63.4,Medium Risk,1,Low User Adoption
CUST-10167,Equinox Bio Systems,E-Commerce,Starter,Month-to-Month,Electronic Check,2025-04,11,126.05,1382.2,4,47,2,1,8,18.2,Low Risk,0,N/A
CUST-10168,Flux Bio Systems,Education,Professional,Month-to-Month,Bank Transfer,2026-05,3,336.4,972.75,10,97,5,1,9,22.3,Low Risk,1,Executive Leadership Turnover
CUST-10169,Galactic Bio Systems,Technology,Professional,Month-to-Month,Bank Transfer,2024-07,17,532.07,9033.04,31,73,1,2,8,18.2,Low Risk,0,N/A
CUST-10170,Helix Bio Systems,E-Commerce,Starter,Month-to-Month,Credit Card,2024-09,18,176.31,3277.62,9,51,0,5,8,34.3,Low Risk,0,N/A
CUST-10171,Infini Bio Systems,Technology,Enterprise,1-Year,Bank Transfer,2024-12,9,1220.43,11157.18,58,65,0,14,7,16.8,Low Risk,0,N/A
CUST-10172,Krypton Bio Systems,Financial Services,Professional,2-Year,Credit Card,2024-02,3,521.32,1511.75,32,66,1,2,2,11.4,Low Risk,1,Competitor Migration
CUST-10173,Matrix Bio Systems,E-Commerce,Professional,2-Year,Bank Transfer,2025-05,15,393.8,5798.83,15,20,0,8,8,17.5,Low Risk,0,N/A
CUST-10174,Neutron Bio Systems,Technology,Professional,1-Year,Bank Transfer,2026-06,2,388.48,770.64,13,17,5,2,8,67.9,High Risk,0,N/A
CUST-10175,Optima Bio Systems,Technology,Starter,1-Year,Credit Card,2026-05,3,173.92,504.16,10,57,1,3,9,10.4,Low Risk,0,N/A
CUST-10176,Prism Bio Systems,Education,Enterprise,Month-to-Month,Bank Transfer,2025-08,10,1002.92,10021.66,33,91,1,3,1,31.0,Low Risk,1,Poor Onboarding Experience
CUST-10177,Radiant Bio Systems,Financial Services,Professional,1-Year,Credit Card,2024-03,25,406.11,10055.28,17,94,0,0,3,5.0,Low Risk,0,N/A
CUST-10178,Solaris Bio Systems,Education,Starter,Month-to-Month,Bank Transfer,2024-10,15,151.08,2276.53,7,61,2,0,3,35.4,Medium Risk,0,N/A
CUST-10179,Titan Bio Systems,Manufacturing,Professional,1-Year,Credit Card,2026-02,3,292.14,880.59,5,64,0,1,9,6.9,Low Risk,0,N/A
CUST-10180,Zenith Bio Systems,Healthcare,Professional,Month-to-Month,Bank Transfer,2024-09,16,355.49,5495.33,10,33,0,1,7,46.3,Medium Risk,0,N/A
CUST-10181,Strata Bio Systems,Financial Services,Enterprise,Month-to-Month,Bank Transfer,2024-10,1,1980.78,1954.59,146,65,0,2,9,16.1,Low Risk,0,N/A
CUST-10182,Synapse Bio Systems,Education,Enterprise,1-Year,Credit Card,2025-04,11,1188.52,13562.95,54,37,5,21,6,77.7,High Risk,1,Poor Onboarding Experience
CUST-10183,Vortex Bio Systems,Healthcare,Starter,Month-to-Month,Bank Transfer,2025-07,4,151.58,604.46,5,90,6,0,9,13.6,Low Risk,1,Executive Leadership Turnover
CUST-10184,Vector Bio Systems,Education,Starter,Month-to-Month,Electronic Check,2026-02,4,152.09,622.43,5,78,0,1,5,22.3,Low Risk,1,Poor Onboarding Experience
CUST-10185,Zenith Bio Systems,Technology,Professional,Month-to-Month,Credit Card,2026-06,2,467.27,941.55,24,84,0,21,8,66.8,High Risk,0,N/A
CUST-10186,Aegis Bio Systems,Technology,Starter,Month-to-Month,Credit Card,2024-02,19,137.52,2598.34,4,97,2,1,8,4.3,Low Risk,0,N/A
CUST-10187,Orion Bio Systems,Technology,Starter,Month-to-Month,Credit Card,2025-07,4,132.37,514.69,4,72,1,1,8,18.2,Low Risk,0,N/A
CUST-10188,Apex Cyber Systems,Technology,Professional,2-Year,Bank Transfer,2025-12,2,380.06,758.67,14,59,0,1,5,13.6,Low Risk,0,N/A
CUST-10189,Vanguard Cyber Systems,E-Commerce,Professional,Month-to-Month,Electronic Check,2024-04,1,419.16,410.57,19,58,1,2,4,50.0,Medium Risk,0,N/A
CUST-10190,Nexus Cyber Systems,Healthcare,Professional,2-Year,Bank Transfer,2025-01,6,393.59,2304.36,15,38,1,1,1,6.6,Low Risk,0,N/A
CUST-10191,Quantum Cyber Systems,Manufacturing,Professional,Month-to-Month,Credit Card,2026-02,1,313.67,303.98,5,88,0,5,5,50.0,Medium Risk,1,Poor Onboarding Experience
CUST-10192,Hyperion Cyber Systems,Education,Enterprise,1-Year,Credit Card,2024-12,12,1589.89,19253.42,100,73,1,5,8,14.2,Low Risk,0,N/A
CUST-10193,Aura Cyber Systems,Technology,Professional,Month-to-Month,Bank Transfer,2025-11,3,378.13,1133.18,15,80,1,2,8,14.8,Low Risk,0,N/A
CUST-10194,Catalyst Cyber Systems,Manufacturing,Professional,Month-to-Month,Bank Transfer,2024-10,5,491.57,2454.82,25,38,0,1,2,40.1,Medium Risk,1,Missing Core Feature
CUST-10195,Pulse Cyber Systems,Healthcare,Enterprise,Month-to-Month,Credit Card,2025-11,8,2008.36,15466.23,149,77,0,2,9,4.3,Low Risk,0,N/A
CUST-10196,Vertex Cyber Systems,Healthcare,Professional,1-Year,Credit Card,2025-04,4,358.83,1472.36,10,88,0,3,9,3.2,Low Risk,0,N/A
CUST-10197,Starlight Cyber Systems,Technology,Professional,2-Year,Bank Transfer,2026-03,2,427.12,826.01,19,53,3,0,6,5.0,Low Risk,0,N/A
CUST-10198,Beacon Cyber Systems,Technology,Professional,1-Year,Credit Card,2026-04,4,355.85,1431.38,12,36,1,3,9,6.0,Low Risk,0,N/A
CUST-10199,Cobalt Cyber Systems,Manufacturing,Starter,2-Year,Bank Transfer,2025-07,5,162.89,833.06,9,80,6,2,3,11.4,Low Risk,0,N/A
CUST-10200,Crest Cyber Systems,Technology,Enterprise,Month-to-Month,Bank Transfer,2024-11,8,1185.55,9447.97,52,65,1,2,6,18.2,Low Risk,0,N/A
CUST-10201,Elevation Cyber Systems,Education,Professional,Month-to-Month,Bank Transfer,2026-06,2,496.26,960.21,29,73,5,1,1,81.0,High Risk,1,Executive Leadership Turnover
CUST-10202,Frontier Cyber Systems,E-Commerce,Professional,Month-to-Month,Credit Card,2024-07,14,488.54,6637.43,27,42,1,1,6,18.2,Low Risk,0,N/A
CUST-10203,Horizon Cyber Systems,E-Commerce,Professional,Month-to-Month,Bank Transfer,2026-02,4,550.89,2151.08,33,17,0,5,7,62.2,Medium Risk,1,Poor Onboarding Experience
CUST-10204,Integra Cyber Systems,Education,Enterprise,2-Year,Bank Transfer,2025-09,6,1549.06,9387.75,97,47,0,2,8,3.4,Low Risk,0,N/A
CUST-10205,Kinetic Cyber Systems,Education,Professional,Month-to-Month,Bank Transfer,2024-07,16,363.52,5743.53,12,24,0,0,8,46.3,Medium Risk,1,Executive Leadership Turnover
CUST-10206,Luminary Cyber Systems,Technology,Enterprise,Month-to-Month,Bank Transfer,2024-03,24,1831.29,45052.79,128,28,0,1,6,28.9,Low Risk,0,N/A
CUST-10207,Meridian Cyber Systems,Healthcare,Professional,Month-to-Month,Bank Transfer,2025-09,3,472.5,1430.66,26,71,1,0,8,28.9,Low Risk,0,N/A
CUST-10208,Nova Cyber Systems,E-Commerce,Enterprise,Month-to-Month,Bank Transfer,2025-12,4,1107.38,4340.28,42,59,5,1,4,70.1,High Risk,1,Missing Core Feature
CUST-10209,Omni Cyber Systems,Manufacturing,Professional,2-Year,Bank Transfer,2026-04,3,460.47,1332.18,24,41,1,1,8,5.0,Low Risk,0,N/A
CUST-10210,Pinnacle Cyber Systems,Healthcare,Professional,1-Year,Bank Transfer,2026-05,1,322.94,319.46,8,61,4,0,9,20.6,Low Risk,0,N/A
CUST-10211,Acro Cyber Systems,Education,Starter,1-Year,Bank Transfer,2024-03,1,181.91,178.8,8,48,0,8,10,12.5,Low Risk,0,N/A
CUST-10212,Boreal Cyber Systems,Education,Professional,Month-to-Month,Credit Card,2025-06,10,414.33,4155.36,18,34,0,1,7,46.3,Medium Risk,1,Competitor Migration
CUST-10213,Cortex Cyber Systems,E-Commerce,Professional,1-Year,Bank Transfer,2025-11,7,522.21,3687.3,29,45,0,0,7,9.5,Low Risk,0,N/A
CUST-10214,Equinox Cyber Systems,Financial Services,Professional,Month-to-Month,Credit Card,2025-11,1,493.42,483.92,26,35,1,1,7,28.9,Low Risk,0,N/A
CUST-10215,Flux Cyber Systems,Financial Services,Starter,Month-to-Month,Electronic Check,2024-11,14,148.65,2080.46,5,49,1,0,10,7.9,Low Risk,0,N/A
CUST-10216,Galactic Cyber Systems,Manufacturing,Starter,Month-to-Month,Bank Transfer,2026-01,1,178.58,174.93,8,88,2,0,8,14.8,Low Risk,1,Missing Core Feature
CUST-10217,Helix Cyber Systems,E-Commerce,Starter,2-Year,Bank Transfer,2026-02,4,112.26,433.88,3,43,0,1,8,3.4,Low Risk,0,N/A
CUST-10218,Infini Cyber Systems,Financial Services,Starter,1-Year,Electronic Check,2025-01,3,95.28,274.59,1,74,3,3,6,23.1,Low Risk,1,Poor Onboarding Experience
CUST-10219,Krypton Cyber Systems,Healthcare,Starter,Month-to-Month,Credit Card,2025-04,7,148.89,1019.97,5,84,2,0,1,19.0,Low Risk,0,N/A
CUST-10220,Matrix Cyber Systems,Financial Services,Professional,2-Year,Bank Transfer,2025-10,7,506.7,3422.02,27,54,0,1,5,7.9,Low Risk,0,N/A
CUST-10221,Neutron Cyber Systems,Healthcare,Professional,Month-to-Month,Electronic Check,2025-02,12,307.54,3564.95,7,73,5,0,3,70.1,High Risk,1,Poor Onboarding Experience
CUST-10222,Optima Cyber Systems,Manufacturing,Starter,Month-to-Month,Bank Transfer,2026-02,4,114.29,442.86,3,56,0,0,3,40.1,Medium Risk,1,Low User Adoption
CUST-10223,Prism Cyber Systems,Technology,Starter,Month-to-Month,Credit Card,2026-01,2,159.49,313.98,8,72,0,0,3,55.0,Medium Risk,1,Executive Leadership Turnover
CUST-10224,Radiant Cyber Systems,Education,Professional,2-Year,Bank Transfer,2025-11,4,305.03,1188.29,6,60,1,0,6,2.8,Low Risk,0,N/A
CUST-10225,Solaris Cyber Systems,E-Commerce,Enterprise,Month-to-Month,Credit Card,2024-04,1,1427.82,1449.1,83,22,3,30,4,96.8,High Risk,1,Budget Reallocation / Price
CUST-10226,Titan Cyber Systems,Education,Starter,1-Year,Bank Transfer,2024-03,7,174.56,1205.45,10,97,1,0,9,1.4,Low Risk,0,N/A
CUST-10227,Zenith Cyber Systems,Technology,Enterprise,1-Year,Electronic Check,2025-01,16,996.88,15662.96,32,18,1,1,6,21.4,Low Risk,0,N/A
CUST-10228,Strata Cyber Systems,E-Commerce,Enterprise,1-Year,Credit Card,2025-04,14,978.49,13855.19,28,85,1,0,7,3.6,Low Risk,0,N/A
CUST-10229,Synapse Cyber Systems,Manufacturing,Starter,2-Year,Credit Card,2024-12,16,184.82,2902.81,9,84,2,1,8,1.2,Low Risk,0,N/A
CUST-10230,Vortex Cyber Systems,Technology,Starter,1-Year,Bank Transfer,2026-02,4,115.53,452.8,4,82,1,2,5,8.3,Low Risk,0,N/A
CUST-10231,Vector Cyber Systems,Healthcare,Starter,2-Year,Credit Card,2026-02,4,115.74,474.3,1,60,4,45,4,74.1,High Risk,1,Budget Reallocation / Price
CUST-10232,Zenith Cyber Systems,Education,Starter,1-Year,Electronic Check,2025-07,3,166.49,501.15,10,87,4,5,9,17.5,Low Risk,0,N/A
CUST-10233,Aegis Cyber Systems,Healthcare,Professional,1-Year,Bank Transfer,2025-04,1,307.97,318.29,7,57,4,0,4,62.2,Medium Risk,0,N/A
CUST-10234,Orion Cyber Systems,Financial Services,Starter,2-Year,Credit Card,2026-04,3,126.53,374.2,3,24,1,14,7,24.0,Low Risk,1,Budget Reallocation / Price
CUST-10235,Apex Logic Systems,Healthcare,Professional,2-Year,Credit Card,2024-06,23,427.21,9895.75,18,86,2,8,9,0.4,Low Risk,0,N/A
CUST-10236,Vanguard Logic Systems,Healthcare,Starter,1-Year,Electronic Check,2025-07,7,127.46,872.3,5,87,0,2,10,1.7,Low Risk,0,N/A
CUST-10237,Nexus Logic Systems,Manufacturing,Starter,1-Year,Bank Transfer,2024-11,6,153.42,948.99,8,96,3,0,8,3.6,Low Risk,0,N/A
CUST-10238,Quantum Logic Systems,E-Commerce,Starter,Month-to-Month,Bank Transfer,2024-04,24,123.23,2955.88,4,15,0,1,7,28.9,Low Risk,1,Poor Onboarding Experience
CUST-10239,Hyperion Logic Systems,E-Commerce,Starter,Month-to-Month,Electronic Check,2025-09,4,143.55,594.95,7,35,1,3,2,51.2,Medium Risk,1,Budget Reallocation / Price
CUST-10240,Aura Logic Systems,Technology,Starter,Month-to-Month,Electronic Check,2024-03,11,145.63,1559.0,7,91,6,8,8,43.8,Medium Risk,1,Executive Leadership Turnover
CUST-10241,Catalyst Logic Systems,E-Commerce,Starter,2-Year,Credit Card,2025-06,12,109.09,1316.6,2,84,0,0,5,3.6,Low Risk,0,N/A
CUST-10242,Pulse Logic Systems,E-Commerce,Starter,Month-to-Month,Electronic Check,2025-09,10,131.63,1272.28,6,76,0,0,4,22.3,Low Risk,0,N/A
CUST-10243,Vertex Logic Systems,Technology,Starter,2-Year,Bank Transfer,2025-09,9,156.48,1381.65,7,64,0,8,7,6.3,Low Risk,0,N/A
CUST-10244,Starlight Logic Systems,E-Commerce,Starter,Month-to-Month,Credit Card,2024-04,3,142.75,439.93,5,59,3,1,8,28.9,Low Risk,1,Missing Core Feature
CUST-10245,Beacon Logic Systems,Manufacturing,Professional,2-Year,Credit Card,2024-08,16,457.55,7555.33,22,53,0,8,8,6.3,Low Risk,0,N/A
CUST-10246,Cobalt Logic Systems,Manufacturing,Professional,2-Year,Credit Card,2024-06,7,455.66,3316.51,24,39,0,1,10,1.3,Low Risk,0,N/A
CUST-10247,Crest Logic Systems,Education,Starter,2-Year,Electronic Check,2024-03,3,174.53,541.06,10,64,1,2,9,2.0,Low Risk,0,N/A
CUST-10248,Elevation Logic Systems,Technology,Professional,1-Year,Bank Transfer,2024-05,5,471.07,2367.16,24,87,1,3,10,2.7,Low Risk,0,N/A
CUST-10249,Frontier Logic Systems,Technology,Professional,Month-to-Month,Credit Card,2025-01,16,537.25,8670.72,32,88,1,0,6,8.7,Low Risk,0,N/A
CUST-10250,Horizon Logic Systems,Education,Professional,Month-to-Month,Bank Transfer,2025-12,4,422.14,1658.89,17,49,3,0,9,7.9,Low Risk,0,N/A
CUST-10251,Integra Logic Systems,E-Commerce,Enterprise,Month-to-Month,Bank Transfer,2025-12,4,1135.54,4692.39,45,56,0,1,8,21.4,Low Risk,1,Competitor Migration
CUST-10252,Kinetic Logic Systems,E-Commerce,Professional,Month-to-Month,Bank Transfer,2026-02,2,511.08,1053.18,29,23,0,1,4,79.4,High Risk,0,N/A
CUST-10253,Luminary Logic Systems,Technology,Starter,Month-to-Month,Credit Card,2026-06,2,143.79,278.93,4,40,0,5,7,48.8,Medium Risk,0,N/A
CUST-10254,Meridian Logic Systems,Technology,Starter,Month-to-Month,Electronic Check,2025-07,9,169.29,1473.68,8,59,0,5,5,56.2,Medium Risk,0,N/A
CUST-10255,Nova Logic Systems,Technology,Starter,1-Year,Bank Transfer,2024-08,21,135.88,2741.37,3,43,2,0,7,3.9,Low Risk,1,Executive Leadership Turnover
CUST-10256,Omni Logic Systems,Healthcare,Professional,Month-to-Month,Credit Card,2024-10,21,478.53,10022.36,24,50,1,1,6,9.5,Low Risk,0,N/A
CUST-10257,Pinnacle Logic Systems,Education,Professional,Month-to-Month,Credit Card,2025-10,6,464.4,2689.17,24,86,1,2,6,8.7,Low Risk,0,N/A
CUST-10258,Acro Logic Systems,Financial Services,Professional,1-Year,Electronic Check,2025-09,5,528.19,2704.83,32,39,0,3,9,7.2,Low Risk,0,N/A
CUST-10259,Boreal Logic Systems,Manufacturing,Professional,1-Year,Credit Card,2024-10,9,397.83,3670.99,15,68,1,3,8,14.2,Low Risk,0,N/A
CUST-10260,Cortex Logic Systems,Financial Services,Professional,1-Year,Credit Card,2025-10,6,372.52,2198.25,12,79,0,0,8,4.3,Low Risk,0,N/A
CUST-10261,Equinox Logic Systems,E-Commerce,Starter,1-Year,Electronic Check,2025-10,6,148.38,910.8,5,98,0,1,8,4.3,Low Risk,0,N/A
CUST-10262,Flux Logic Systems,Financial Services,Starter,2-Year,Credit Card,2026-04,1,175.79,172.95,10,75,3,1,9,2.0,Low Risk,0,N/A
CUST-10263,Galactic Logic Systems,Technology,Enterprise,Month-to-Month,Credit Card,2025-07,8,1216.81,9836.52,58,33,0,3,9,38.9,Medium Risk,0,N/A
CUST-10264,Helix Logic Systems,Healthcare,Starter,Month-to-Month,Credit Card,2024-06,19,89.16,1712.13,1,35,1,3,3,33.2,Low Risk,0,N/A
CUST-10265,Infini Logic Systems,E-Commerce,Professional,Month-to-Month,Bank Transfer,2024-12,1,429.92,421.28,20,56,2,1,1,50.0,Medium Risk,1,Executive Leadership Turnover
CUST-10266,Krypton Logic Systems,Education,Enterprise,Month-to-Month,Credit Card,2024-06,3,1565.01,4670.11,99,20,0,0,8,61.1,Medium Risk,1,Budget Reallocation / Price
CUST-10267,Matrix Logic Systems,Education,Enterprise,Month-to-Month,Credit Card,2024-06,26,1663.36,41593.28,107,66,0,0,10,4.7,Low Risk,0,N/A
CUST-10268,Neutron Logic Systems,Manufacturing,Starter,1-Year,Credit Card,2025-09,5,156.39,802.98,6,83,1,2,2,8.3,Low Risk,0,N/A
CUST-10269,Optima Logic Systems,Technology,Professional,Month-to-Month,Bank Transfer,2025-11,3,415.05,1261.34,18,41,2,2,6,28.9,Low Risk,0,N/A
CUST-10270,Prism Logic Systems,Financial Services,Professional,1-Year,Bank Transfer,2025-12,5,480.8,2457.46,27,30,0,3,7,38.9,Medium Risk,0,N/A
CUST-10271,Radiant Logic Systems,Manufacturing,Enterprise,Month-to-Month,Bank Transfer,2025-04,7,1687.12,12126.56,111,76,0,0,8,10.4,Low Risk,0,N/A
CUST-10272,Solaris Logic Systems,Education,Professional,Month-to-Month,Credit Card,2024-04,9,547.15,5047.73,35,97,0,30,6,52.5,Medium Risk,1,Missing Core Feature
CUST-10273,Titan Logic Systems,Technology,Enterprise,Month-to-Month,Credit Card,2024-04,28,1699.06,49075.21,112,20,0,0,8,28.9,Low Risk,0,N/A
CUST-10274,Zenith Logic Systems,Manufacturing,Starter,Month-to-Month,Bank Transfer,2025-01,15,110.54,1709.32,2,49,3,2,7,18.2,Low Risk,0,N/A
CUST-10275,Strata Logic Systems,Healthcare,Starter,1-Year,Bank Transfer,2026-06,2,123.35,237.4,1,87,2,0,7,6.3,Low Risk,0,N/A
CUST-10276,Synapse Logic Systems,Education,Enterprise,Month-to-Month,Electronic Check,2025-03,2,1186.41,2423.6,53,23,0,1,8,61.1,Medium Risk,0,N/A
CUST-10277,Vortex Logic Systems,Manufacturing,Professional,1-Year,Bank Transfer,2025-05,12,382.73,4657.53,12,94,0,2,5,10.0,Low Risk,0,N/A
CUST-10278,Vector Logic Systems,E-Commerce,Starter,1-Year,Bank Transfer,2026-06,1,188.22,188.09,9,79,3,5,9,4.7,Low Risk,0,N/A
CUST-10279,Zenith Logic Systems,Healthcare,Starter,Month-to-Month,Credit Card,2025-01,8,124.76,993.85,5,25,1,5,7,57.4,Medium Risk,0,N/A
CUST-10280,Aegis Logic Systems,Technology,Enterprise,Month-to-Month,Credit Card,2024-01,27,926.59,25142.68,24,26,2,21,8,76.0,High Risk,0,N/A
CUST-10281,Orion Logic Systems,Education,Professional,1-Year,Electronic Check,2026-04,4,555.93,2262.13,35,57,1,2,7,7.9,Low Risk,0,N/A
CUST-10282,Apex Meta Systems,Technology,Starter,Month-to-Month,Credit Card,2026-02,3,114.58,352.59,4,85,1,3,2,45.0,Medium Risk,1,Competitor Migration
CUST-10283,Vanguard Meta Systems,Education,Professional,Month-to-Month,Bank Transfer,2026-04,4,323.4,1246.67,8,42,1,3,8,29.9,Low Risk,1,Poor Onboarding Experience
CUST-10284,Nexus Meta Systems,Education,Enterprise,Month-to-Month,Credit Card,2025-05,3,1179.53,3562.69,51,78,0,3,8,28.9,Low Risk,0,N/A
CUST-10285,Quantum Meta Systems,Manufacturing,Professional,1-Year,Credit Card,2024-05,4,541.7,2152.7,34,64,2,2,6,7.9,Low Risk,0,N/A
CUST-10286,Hyperion Meta Systems,Manufacturing,Enterprise,2-Year,Electronic Check,2025-03,5,1434.08,7285.98,83,32,1,3,8,14.8,Low Risk,0,N/A
CUST-10287,Aura Meta Systems,Financial Services,Professional,Month-to-Month,Bank Transfer,2025-11,5,554.88,2702.89,34,59,4,0,8,48.8,Medium Risk,0,N/A
CUST-10288,Catalyst Meta Systems,Manufacturing,Professional,1-Year,Credit Card,2025-07,10,398.86,3963.83,15,68,2,8,7,14.2,Low Risk,0,N/A
CUST-10289,Pulse Meta Systems,Technology,Professional,Month-to-Month,Bank Transfer,2024-09,6,302.33,1771.03,5,51,2,0,2,35.4,Medium Risk,0,N/A
CUST-10290,Vertex Meta Systems,Manufacturing,Starter,2-Year,Credit Card,2026-04,2,152.09,299.01,8,97,1,0,9,0.9,Low Risk,0,N/A
CUST-10291,Starlight Meta Systems,Education,Starter,2-Year,Electronic Check,2024-11,18,153.56,2845.92,7,21,0,0,8,10.0,Low Risk,0,N/A
CUST-10292,Beacon Meta Systems,Healthcare,Enterprise,Month-to-Month,Credit Card,2026-01,6,1714.43,10480.03,114,39,0,0,8,21.4,Low Risk,1,Competitor Migration
CUST-10293,Cobalt Meta Systems,Technology,Starter,Month-to-Month,Bank Transfer,2026-04,3,149.77,452.79,7,15,0,3,4,88.1,High Risk,1,Budget Reallocation / Price
CUST-10294,Crest Meta Systems,Education,Professional,1-Year,Credit Card,2024-03,26,478.04,12090.34,26,55,1,14,7,7.2,Low Risk,0,N/A
CUST-10295,Elevation Meta Systems,Manufacturing,Professional,2-Year,Credit Card,2024-11,12,318.23,3917.65,7,52,0,3,7,6.3,Low Risk,0,N/A
CUST-10296,Frontier Meta Systems,Education,Starter,2-Year,Credit Card,2025-08,4,147.1,583.03,6,20,2,1,9,3.4,Low Risk,0,N/A
CUST-10297,Horizon Meta Systems,Manufacturing,Professional,1-Year,Credit Card,2026-02,5,320.9,1550.89,5,72,1,0,8,7.9,Low Risk,0,N/A
CUST-10298,Integra Meta Systems,Technology,Starter,1-Year,Bank Transfer,2025-09,4,175.66,716.21,9,69,3,0,9,3.2,Low Risk,0,N/A
CUST-10299,Kinetic Meta Systems,E-Commerce,Professional,1-Year,Bank Transfer,2025-11,6,546.52,3298.78,35,19,0,0,9,11.4,Low Risk,0,N/A
CUST-10300,Luminary Meta Systems,Healthcare,Enterprise,1-Year,Credit Card,2024-01,13,1786.58,23384.6,124,30,1,2,8,21.4,Low Risk,0,N/A
CUST-10301,Meridian Meta Systems,Education,Enterprise,Month-to-Month,Credit Card,2024-10,20,1694.98,32627.2,111,26,0,8,7,43.8,Medium Risk,0,N/A
CUST-10302,Nova Meta Systems,Healthcare,Professional,1-Year,Electronic Check,2024-10,21,349.14,7418.72,9,33,0,8,10,10.4,Low Risk,0,N/A
CUST-10303,Omni Meta Systems,Technology,Professional,Month-to-Month,Credit Card,2025-01,18,438.45,7793.51,22,85,4,1,8,28.9,Low Risk,0,N/A
CUST-10304,Pinnacle Meta Systems,E-Commerce,Enterprise,Month-to-Month,Electronic Check,2024-07,4,1200.63,4990.81,56,38,2,2,2,35.4,Medium Risk,0,N/A
CUST-10305,Acro Meta Systems,Manufacturing,Professional,1-Year,Bank Transfer,2024-07,24,436.06,10130.58,22,89,1,1,4,4.1,Low Risk,0,N/A
CUST-10306,Boreal Meta Systems,Manufacturing,Starter,Month-to-Month,Credit Card,2024-10,19,125.62,2292.23,4,34,1,1,6,25.0,Low Risk,0,N/A
CUST-10307,Cortex Meta Systems,Healthcare,Professional,Month-to-Month,Electronic Check,2024-05,22,501.89,11087.22,27,57,3,1,6,9.5,Low Risk,0,N/A
CUST-10308,Equinox Meta Systems,Healthcare,Professional,2-Year,Bank Transfer,2025-06,4,335.46,1379.37,7,48,2,2,8,2.8,Low Risk,0,N/A
CUST-10309,Flux Meta Systems,Education,Starter,1-Year,Bank Transfer,2024-02,18,185.76,3307.79,10,48,1,45,7,45.0,Medium Risk,0,N/A
CUST-10310,Galactic Meta Systems,Healthcare,Enterprise,Month-to-Month,Bank Transfer,2024-12,17,1522.69,25193.74,94,16,2,5,9,34.3,Low Risk,0,N/A
CUST-10311,Helix Meta Systems,Manufacturing,Starter,2-Year,Credit Card,2024-05,24,112.27,2643.69,3,76,4,0,9,0.9,Low Risk,0,N/A
CUST-10312,Infini Meta Systems,Healthcare,Starter,1-Year,Credit Card,2026-06,2,132.63,268.09,4,20,0,2,3,59.9,Medium Risk,0,N/A
CUST-10313,Krypton Meta Systems,Financial Services,Enterprise,1-Year,Credit Card,2025-01,12,1478.75,18323.12,87,90,2,5,7,6.6,Low Risk,0,N/A
CUST-10314,Matrix Meta Systems,Manufacturing,Professional,Month-to-Month,Credit Card,2025-08,1,540.37,530.89,31,79,3,1,5,29.9,Low Risk,0,N/A
CUST-10315,Neutron Meta Systems,Healthcare,Starter,1-Year,Credit Card,2025-02,11,152.57,1614.15,6,29,1,1,5,40.1,Medium Risk,1,Poor Onboarding Experience
CUST-10316,Optima Meta Systems,Technology,Starter,1-Year,Bank Transfer,2025-07,3,171.14,519.07,10,22,0,8,7,53.7,Medium Risk,1,Low User Adoption
